university,cycle,party,donor_count,donation_count,total_amount
UC Santa Barbara,2024,OTH,23,165,14647.00
UC Santa Barbara,2026,DEM,16,49,9204.00
UC Santa Barbara,2026,OTH,9,83,3064.00
UC Santa Cruz,2008,DEM,23,53,22814.00
UC Santa Cruz,2008,OTH,1,1,500.00
UC Santa Cruz,2012,DEM,22,43,15410.00
UC Santa Cruz,2012,OTH,1,3,4000.00
UC Santa Cruz,2016,DEM,35,619,38242.00
UC Santa Cruz,2016,REP,2,6,150.00
UC Santa Cruz,2016,OTH,11,128,4601.00
UC Santa Cruz,2020,DEM,74,792,142691.00
UC Santa Cruz,2020,OTH,22,158,31622.00
UC Santa Cruz,2024,DEM,54,244,86229.00
UC Santa Cruz,2024,OTH,13,99,6636.00
UC Santa Cruz,2026,DEM,10,29,11075.00
UC Santa Cruz,2026,OTH,10,42,25476.00
UCLA,2008,DEM,272,536,339964.00
UCLA,2008,REP,14,18,22050.00
UCLA,2008,OTH,29,43,18349.00
UCLA,2012,DEM,230,599,461813.00
UCLA,2012,REP,9,9,12300.00
UCLA,2012,OTH,23,29,15750.00
UCLA,2016,DEM,391,4546,795446.00
UCLA,2016,REP,15,25,13475.00
UCLA,2016,OTH,51,374,43883.00
UCLA,2020,DEM,647,11232,1770589.00
UCLA,2020,REP,17,148,40018.00
UCLA,2020,OTH,197,1105,162959.00
UCLA,2024,DEM,435,5225,1116577.00
UCLA,2024,REP,16,83,16532.00
UCLA,2024,OTH,128,772,143664.00
UCLA,2026,DEM,112,1245,139563.00
UCLA,2026,REP,4,4,1425.00
UCLA,2026,OTH,50,270,22231.00
University at Albany,2008,DEM,2,5,3050.00
University at Albany,2008,OTH,1,1,800.00
University at Albany,2012,DEM,6,8,5175.00
University at Albany,2012,REP,1,1,200.00
University at Albany,2016,DEM,6,102,3099.00
University at Albany,2016,OTH,2,20,520.00
University at Albany,2020,DEM,25,329,23421.00
University at Albany,2020,REP,1,1,500.00
University at Albany,2020,OTH,2,5,250.00
University at Albany,2024,DEM,17,43,6360.00
University at Albany,2024,OTH,4,13,865.00
University at Albany,2026,DEM,3,10,2850.00
University at Buffalo,2008,DEM,51,92,43057.00
University at Buffalo,2008,REP,1,1,250.00
University at Buffalo,2008,OTH,1,4,1950.00
University at Buffalo,2012,DEM,47,91,56347.00
University at Buffalo,2012,REP,2,3,700.00
University at Buffalo,2012,OTH,3,8,2350.00
University at Buffalo,2016,DEM,57,604,42640.00
University at Buffalo,2016,REP,2,2,275.00
University at Buffalo,2016,OTH,6,21,9776.00
University at Buffalo,2020,DEM,119,1304,114728.00
University at Buffalo,2020,REP,1,12,365.00
University at Buffalo,2020,OTH,20,134,17550.00
University at Buffalo,2024,DEM,89,2389,82415.00
University at Buffalo,2024,REP,2,3,675.00
University at Buffalo,2024,OTH,18,389,14690.00
University at Buffalo,2026,DEM,10,61,4815.00
University at Buffalo,2026,REP,1,2,215.00
University at Buffalo,2026,OTH,9,40,5738.00
University of Alabama,2008,DEM,41,60,23300.00
University of Alabama,2008,REP,8,8,5175.00
University of Alabama,2008,OTH,6,10,4700.00
University of Alabama,2012,DEM,39,71,28462.00
University of Alabama,2012,REP,10,11,4001.00
University of Alabama,2012,OTH,2,2,500.00
University of Alabama,2016,DEM,80,540,45426.00
University of Alabama,2016,REP,4,7,1112.00
University of Alabama,2016,OTH,9,17,2302.00
University of Alabama,2020,DEM,173,1719,198713.00
University of Alabama,2020,REP,10,37,3750.00
University of Alabama,2020,OTH,48,166,33492.00
University of Alabama,2024,DEM,79,729,119493.00
University of Alabama,2024,REP,6,16,6188.00
University of Alabama,2024,OTH,26,104,16781.00
University of Alabama,2026,DEM,17,94,13667.00
University of Alabama,2026,REP,2,4,2040.00
University of Alabama,2026,OTH,9,39,3321.00
University of Arizona,2008,DEM,111,169,73636.00
University of Arizona,2008,REP,15,22,7451.00
University of Arizona,2008,OTH,6,8,3050.00
University of Arizona,2012,DEM,133,315,130372.00
University of Arizona,2012,REP,10,20,15000.00
University of Arizona,2012,OTH,6,10,4900.00
University of Arizona,2016,DEM,198,2826,122838.00
University of Arizona,2016,REP,12,32,4681.00
University of Arizona,2016,OTH,23,207,104747.00
University of Arizona,2020,DEM,320,3637,427469.00
University of Arizona,2020,REP,11,41,6304.00
University of Arizona,2020,OTH,70,605,66514.00
University of Arizona,2024,DEM,226,1720,239182.00
University of Arizona,2024,REP,8,59,5184.00
University of Arizona,2024,OTH,58,307,38174.00
University of Arizona,2026,DEM,73,300,50255.00
University of Arizona,2026,REP,1,2,1000.00
University of Arizona,2026,OTH,22,158,10997.00
University of Arkansas,2008,DEM,36,74,34897.00
University of Arkansas,2008,REP,7,12,3750.00
University of Arkansas,2008,OTH,3,4,1450.00
University of Arkansas,2012,DEM,24,40,16575.00
University of Arkansas,2012,REP,5,11,3488.00
University of Arkansas,2012,OTH,3,3,800.00
University of Arkansas,2016,DEM,62,662,59424.00
University of Arkansas,2016,REP,8,25,3605.00
University of Arkansas,2016,OTH,10,47,2930.00
University of Arkansas,2020,DEM,94,952,83369.00
University of Arkansas,2020,REP,9,36,5627.00
University of Arkansas,2020,OTH,16,152,17743.00
University of Arkansas,2024,DEM,58,327,48191.00
University of Arkansas,2024,REP,6,14,3346.00
University of Arkansas,2024,OTH,13,110,6494.00
University of Arkansas,2026,DEM,9,31,11305.00
University of Arkansas,2026,REP,1,1,100.00
University of Arkansas,2026,OTH,7,37,1238.00
University of Central Florida,2008,DEM,16,24,7200.00
University of Central Florida,2008,REP,4,4,2150.00
University of Central Florida,2008,OTH,1,1,250.00
University of Central Florida,2012,DEM,16,28,10350.00
University of Central Florida,2012,REP,7,9,3150.00
University of Central Florida,2016,DEM,33,247,22093.00
University of Central Florida,2016,REP,6,23,1690.00
University of Central Florida,2016,OTH,1,2,60.00
University of Central Florida,2020,DEM,56,570,46240.00
University of Central Florida,2020,REP,7,21,5431.00
University of Central Florida,2020,OTH,8,43,3752.00
University of Central Florida,2024,DEM,33,260,19142.00
University of Central Florida,2024,REP,4,14,3420.00
University of Central Florida,2024,OTH,4,9,1954.00
University of Central Florida,2026,DEM,7,22,2694.00
University of Central Florida,2026,REP,1,1,520.00
University of Central Florida,2026,OTH,1,1,250.00
University of Chicago,2008,DEM,211,492,292098.00
University of Chicago,2008,REP,15,21,23600.00
University of Chicago,2008,OTH,13,20,6800.00
University of Chicago,2012,DEM,189,437,325496.00
University of Chicago,2012,REP,8,9,10750.00
University of Chicago,2012,OTH,12,23,5873.00
University of Chicago,2016,DEM,207,1395,203785.00
University of Chicago,2016,REP,7,19,4595.00
University of Chicago,2016,OTH,23,86,8945.00
University of Chicago,2020,DEM,401,5020,1098112.00
University of Chicago,2020,REP,10,85,16937.00
University of Chicago,2020,OTH,103,433,118718.00
University of Chicago,2024,DEM,273,2586,699718.00
University of Chicago,2024,REP,8,141,7775.00
University of Chicago,2024,OTH,82,970,114395.00
University of Chicago,2026,DEM,96,442,148268.00
University of Chicago,2026,REP,2,11,1045.00
University of Chicago,2026,OTH,36,143,28192.00
University of Cincinnati,2008,DEM,79,152,91925.00
University of Cincinnati,2008,REP,9,11,10150.00
University of Cincinnati,2008,OTH,6,6,2050.00
University of Cincinnati,2012,DEM,40,58,37330.00
University of Cincinnati,2012,REP,5,10,5450.00
University of Cincinnati,2016,DEM,77,676,60269.00
University of Cincinnati,2016,REP,9,23,3575.00
University of Cincinnati,2016,OTH,10,23,242400.00
University of Cincinnati,2020,DEM,122,1307,104936.00
University of Cincinnati,2020,REP,8,168,17745.00
University of Cincinnati,2020,OTH,23,62,9874.00
University of Cincinnati,2024,DEM,90,784,113641.00
University of Cincinnati,2024,REP,5,93,5546.00
University of Cincinnati,2024,OTH,16,76,5787.00
University of Cincinnati,2026,DEM,10,395,7038.00
University of Cincinnati,2026,REP,3,45,5260.00
University of Cincinnati,2026,OTH,7,28,4183.00
University of Colorado,2008,DEM,128,250,125401.00
University of Colorado,2008,REP,7,9,7550.00
University of Colorado,2008,OTH,7,8,5127.00
University of Colorado,2012,DEM,126,292,117297.00
University of Colorado,2012,REP,10,13,11500.00
University of Colorado,2012,OTH,8,8,20100.00
University of Colorado,2016,DEM,263,1708,206965.00
University of Colorado,2016,REP,11,32,27575.00
University of Colorado,2016,OTH,22,76,6202.00
University of Colorado,2020,DEM,403,3882,531848.00
University of Colorado,2020,REP,17,70,20630.00
University of Colorado,2020,OTH,79,343,34375.00
University of Colorado,2024,DEM,270,1664,397306.00
University of Colorado,2024,REP,12,66,22970.00
University of Colorado,2024,OTH,65,568,40079.00
University of Colorado,2026,DEM,67,279,61668.00
University of Colorado,2026,REP,3,42,8397.00
University of Colorado,2026,OTH,29,157,24781.00
University of Connecticut,2008,DEM,61,138,54410.00
University of Connecticut,2008,REP,2,2,550.00
University of Connecticut,2012,DEM,64,138,89127.00
University of Connecticut,2012,REP,3,3,1750.00
University of Connecticut,2012,OTH,3,4,1200.00
University of Connecticut,2016,DEM,95,627,105889.00
University of Connecticut,2016,OTH,8,27,10259.00
University of Connecticut,2020,DEM,142,2097,219474.00
University of Connecticut,2020,REP,2,59,4244.00
University of Connecticut,2020,OTH,19,146,15169.00
University of Connecticut,2024,DEM,115,674,202873.00
University of Connecticut,2024,REP,1,9,248.00
University of Connecticut,2024,OTH,16,35,10947.00
University of Connecticut,2026,DEM,30,145,25271.00
University of Connecticut,2026,REP,1,34,1598.00
University of Connecticut,2026,OTH,13,52,9056.00
University of Delaware,2008,DEM,64,127,53650.00
University of Delaware,2008,REP,3,5,1350.00
University of Delaware,2008,OTH,2,7,1600.00
University of Delaware,2012,DEM,59,117,46949.00
University of Delaware,2012,REP,6,7,3550.00
University of Delaware,2012,OTH,3,5,1650.00
University of Delaware,2016,DEM,96,551,62895.00
University of Delaware,2016,REP,5,5,1547.00
University of Delaware,2016,OTH,8,24,3325.00
University of Delaware,2020,DEM,180,2532,304160.00
University of Delaware,2020,REP,5,14,1540.00
University of Delaware,2020,OTH,31,137,26362.00
University of Delaware,2024,DEM,136,1085,200156.00
University of Delaware,2024,REP,3,13,2078.00
University of Delaware,2024,OTH,32,127,16858.00
University of Delaware,2026,DEM,26,331,22201.00
University of Delaware,2026,OTH,14,103,8605.00
University of Florida,2008,DEM,92,155,61957.00
University of Florida,2008,REP,10,15,8500.00
University of Florida,2008,OTH,4,14,5400.00
University of Florida,2012,DEM,90,146,54512.00
University of Florida,2012,REP,14,24,15051.00
University of Florida,2012,OTH,8,9,3350.00
University of Florida,2016,DEM,148,1263,125070.00
University of Florida,2016,REP,10,11,4010.00
University of Florida,2016,OTH,23,103,12133.00
University of Florida,2020,DEM,248,3782,373223.00
University of Florida,2020,REP,19,61,29025.00
University of Florida,2020,OTH,68,400,46357.00
University of Florida,2024,DEM,173,1584,176663.00
University of Florida,2024,REP,16,64,23649.00
University of Florida,2024,OTH,38,174,22298.00
University of Florida,2026,DEM,22,100,18033.00
University of Florida,2026,REP,2,13,868.00
University of Florida,2026,OTH,17,40,8360.00
University of Georgia,2008,DEM,72,135,48149.00
University of Georgia,2008,REP,17,55,20301.00
University of Georgia,2008,OTH,5,10,4600.00
University of Georgia,2012,DEM,64,115,36869.00
University of Georgia,2012,REP,13,45,16100.00
University of Georgia,2012,OTH,5,10,3200.00
University of Georgia,2016,DEM,121,1038,75433.00
University of Georgia,2016,REP,7,44,8200.00
University of Georgia,2016,OTH,10,65,8045.00
University of Georgia,2020,DEM,192,2368,206044.00
University of Georgia,2020,REP,12,110,28825.00
University of Georgia,2020,OTH,36,188,10852.00
University of Georgia,2024,DEM,101,1008,224077.00
University of Georgia,2024,REP,9,71,9552.00
University of Georgia,2024,OTH,28,320,54723.00
University of Georgia,2026,DEM,29,183,17678.00
University of Georgia,2026,REP,6,88,6088.00
University of Georgia,2026,OTH,16,115,4512.00
University of Hawaii,2008,DEM,79,142,79935.00
University of Hawaii,2008,REP,5,5,1200.00
University of Hawaii,2008,OTH,7,13,3750.00
University of Hawaii,2012,DEM,88,169,64725.00
University of Hawaii,2012,REP,3,3,601.00
University of Hawaii,2012,OTH,4,5,1500.00
University of Hawaii,2016,DEM,79,866,58668.00
University of Hawaii,2016,REP,4,13,1363.00
University of Hawaii,2016,OTH,20,181,9821.00
University of Hawaii,2020,DEM,144,1563,206302.00
University of Hawaii,2020,REP,6,128,4019.00
University of Hawaii,2020,OTH,32,457,18318.00
University of Hawaii,2024,DEM,100,1191,145336.00
University of Hawaii,2024,REP,1,144,97.00
University of Hawaii,2024,OTH,19,77,7779.00
University of Hawaii,2026,DEM,27,118,19130.00
University of Hawaii,2026,OTH,13,60,6156.00
University of Houston,2008,DEM,51,75,36370.00
University of Houston,2008,REP,16,21,12660.00
University of Houston,2008,OTH,4,5,3250.00
University of Houston,2012,DEM,44,69,34232.00
University of Houston,2012,REP,11,17,14750.00
University of Houston,2012,OTH,8,9,3300.00
University of Houston,2016,DEM,76,2500,108837.00
University of Houston,2016,REP,7,28,3974.00
University of Houston,2016,OTH,17,350,17503.00
University of Houston,2020,DEM,164,2829,186436.00
University of Houston,2020,REP,20,171,14057.00
University of Houston,2020,OTH,30,614,25368.00
University of Houston,2024,DEM,96,1501,129887.00
University of Houston,2024,REP,9,23,2208.00
University of Houston,2024,OTH,18,326,24299.00
University of Houston,2026,DEM,22,279,14843.00
University of Houston,2026,REP,2,3,750.00
University of Houston,2026,OTH,14,101,5233.00
University of Idaho,2008,DEM,16,22,6708.00
University of Idaho,2008,REP,1,2,525.00
University of Idaho,2008,OTH,2,4,1000.00
University of Idaho,2012,DEM,12,24,11456.00
University of Idaho,2012,REP,1,1,200.00
University of Idaho,2012,OTH,1,2,750.00
University of Idaho,2016,DEM,31,394,46442.00
University of Idaho,2016,OTH,1,40,1775.00
University of Idaho,2020,DEM,40,884,258615.00
University of Idaho,2020,REP,1,1,250.00
University of Idaho,2020,OTH,11,233,20469.00
University of Idaho,2024,DEM,35,592,85247.00
University of Idaho,2024,OTH,7,74,3882.00
University of Idaho,2026,DEM,10,86,12431.00
University of Idaho,2026,OTH,4,29,1000.00
University of Illinois,2008,DEM,168,332,132834.00
University of Illinois,2008,REP,15,31,16476.00
University of Illinois,2008,OTH,14,36,20950.00
University of Illinois,2012,DEM,178,387,214137.00
University of Illinois,2012,REP,19,33,16240.00
University of Illinois,2012,OTH,10,15,7225.00
University of Illinois,2016,DEM,266,2812,257911.00
University of Illinois,2016,REP,5,12,3275.00
University of Illinois,2016,OTH,35,700,30830.00
University of Illinois,2020,DEM,448,5116,788056.00
University of Illinois,2020,REP,6,12,4205.00
University of Illinois,2020,OTH,88,274,63614.00
University of Illinois,2024,DEM,292,2347,450389.00
University of Illinois,2024,REP,4,46,4873.00
University of Illinois,2024,OTH,60,206,32443.00
University of Illinois,2026,DEM,85,434,111766.00
University of Illinois,2026,REP,1,2,600.00
University of Illinois,2026,OTH,25,89,18727.00
University of Illinois Chicago,2008,DEM,1,2,400.00
University of Illinois Chicago,2016,OTH,1,11,275.00
University of Illinois Chicago,2020,DEM,4,12,855.00
University of Illinois Chicago,2024,DEM,4,15,825.00
University of Illinois Chicago,2026,DEM,1,3,75.00
University of Iowa,2008,DEM,132,372,129850.00
University of Iowa,2008,REP,8,15,7626.00
University of Iowa,2008,OTH,11,26,11550.00
University of Iowa,2012,DEM,115,286,114078.00
University of Iowa,2012,REP,15,40,19500.00
University of Iowa,2012,OTH,8,10,3215.00
University of Iowa,2016,DEM,162,1624,201939.00
University of Iowa,2016,REP,9,44,6595.00
University of Iowa,2016,OTH,16,113,15842.00
University of Iowa,2020,DEM,261,3007,301906.00
University of Iowa,2020,REP,11,166,45163.00
University of Iowa,2020,OTH,35,211,14392.00
University of Iowa,2024,DEM,172,1038,223332.00
University of Iowa,2024,REP,4,27,4923.00
University of Iowa,2024,OTH,21,83,6653.00
University of Iowa,2026,DEM,67,231,101668.00
University of Iowa,2026,REP,1,1,250.00
University of Iowa,2026,OTH,8,18,2387.00
University of Kansas,2008,DEM,59,107,71410.00
University of Kansas,2008,REP,10,14,8900.00
University of Kansas,2008,OTH,4,4,1975.00
University of Kansas,2012,DEM,57,126,44397.00
University of Kansas,2012,REP,16,36,18249.00
University of Kansas,2012,OTH,6,11,3250.00
University of Kansas,2016,DEM,94,717,63784.00
University of Kansas,2016,REP,5,7,1985.00
University of Kansas,2016,OTH,11,64,6635.00
University of Kansas,2020,DEM,182,1634,277737.00
University of Kansas,2020,REP,11,41,13030.00
University of Kansas,2020,OTH,30,112,12748.00
University of Kansas,2024,DEM,102,570,133025.00
University of Kansas,2024,REP,5,13,2209.00
University of Kansas,2024,OTH,27,153,22069.00
University of Kansas,2026,DEM,19,67,26905.00
University of Kansas,2026,REP,1,6,780.00
University of Kansas,2026,OTH,16,73,10046.00
University of Kentucky,2008,DEM,38,62,23625.00
University of Kentucky,2008,REP,5,5,5750.00
University of Kentucky,2008,OTH,2,2,1200.00
University of Kentucky,2012,DEM,35,51,22450.00
University of Kentucky,2012,REP,10,22,12252.00
University of Kentucky,2012,OTH,2,2,1300.00
University of Kentucky,2016,DEM,84,815,43827.00
University of Kentucky,2016,REP,11,18,9501.00
University of Kentucky,2016,OTH,12,30,6655.00
University of Kentucky,2020,DEM,125,1728,141340.00
University of Kentucky,2020,REP,11,28,5695.00
University of Kentucky,2020,OTH,28,101,11255.00
University of Kentucky,2024,DEM,78,1013,88965.00
University of Kentucky,2024,REP,10,25,3972.00
University of Kentucky,2024,OTH,29,133,14956.00
University of Kentucky,2026,DEM,26,85,9136.00
University of Kentucky,2026,REP,6,8,4085.00
University of Kentucky,2026,OTH,15,65,5629.00
University of Louisville,2008,DEM,33,61,26777.00
University of Louisville,2008,REP,1,1,300.00
University of Louisville,2008,OTH,1,1,200.00
University of Louisville,2012,DEM,28,65,38416.00
University of Louisville,2012,OTH,2,2,785.00
University of Louisville,2016,DEM,40,602,35857.00
University of Louisville,2016,REP,3,3,750.00
University of Louisville,2016,OTH,1,1,1000.00
University of Louisville,2020,DEM,66,892,82877.00
University of Louisville,2020,REP,5,12,960.00
University of Louisville,2020,OTH,16,123,6763.00
University of Louisville,2024,DEM,43,478,54765.00
University of Louisville,2024,REP,3,11,1916.00
University of Louisville,2024,OTH,12,31,6219.00
University of Louisville,2026,DEM,14,289,13576.00
University of Louisville,2026,REP,2,2,487.00
University of Louisville,2026,OTH,4,24,2450.00
University of Maryland,2008,DEM,220,453,244057.00
University of Maryland,2008,REP,11,11,6920.00
University of Maryland,2008,OTH,8,12,6975.00
University of Maryland,2012,DEM,166,339,214724.00
University of Maryland,2012,REP,7,9,4000.00
University of Maryland,2012,OTH,11,14,3300.00
University of Maryland,2016,DEM,314,2338,270822.00
University of Maryland,2016,REP,12,22,6860.00
University of Maryland,2016,OTH,31,117,17732.00
University of Maryland,2020,DEM,492,9800,855664.00
University of Maryland,2020,REP,7,24,4204.00
University of Maryland,2020,OTH,124,3203,132885.00
University of Maryland,2024,DEM,346,2784,648719.00
University of Maryland,2024,REP,13,51,8268.00
University of Maryland,2024,OTH,110,559,128244.00
University of Maryland,2026,DEM,68,432,111410.00
University of Maryland,2026,REP,2,8,793.00
University of Maryland,2026,OTH,29,167,10340.00
University of Maryland Baltimore,2008,DEM,1,1,250.00
University of Maryland Baltimore,2012,DEM,1,1,250.00
University of Massachusetts,2008,DEM,123,221,101088.00
University of Massachusetts,2008,REP,3,3,750.00
University of Massachusetts,2008,OTH,6,17,6013.00
University of Massachusetts,2012,DEM,149,279,120226.00
University of Massachusetts,2012,REP,9,9,3201.00
University of Massachusetts,2012,OTH,10,10,3350.00
University of Massachusetts,2016,DEM,262,2256,200515.00
University of Massachusetts,2016,REP,3,21,1492.00
University of Massachusetts,2016,OTH,30,135,11821.00
University of Massachusetts,2020,DEM,428,5012,553293.00
University of Massachusetts,2020,REP,12,52,7611.00
University of Massachusetts,2020,OTH,107,637,75330.00
University of Massachusetts,2024,DEM,269,2009,291846.00
University of Massachusetts,2024,REP,5,68,1045.00
University of Massachusetts,2024,OTH,106,637,118566.00
University of Massachusetts,2026,DEM,51,228,44288.00
University of Massachusetts,2026,OTH,42,158,16930.00
University of Memphis,2008,DEM,12,17,8500.00
University of Memphis,2008,REP,2,5,2050.00
University of Memphis,2012,DEM,9,11,4100.00
University of Memphis,2012,REP,7,17,18250.00
University of Memphis,2012,OTH,3,12,7650.00
University of Memphis,2016,DEM,24,104,12233.00
University of Memphis,2016,REP,2,3,650.00
University of Memphis,2020,DEM,48,695,59509.00
University of Memphis,2020,REP,4,9,560.00
University of Memphis,2020,OTH,6,10,4122.00
University of Memphis,2024,DEM,29,351,69394.00
University of Memphis,2024,REP,5,18,1408.00
University of Memphis,2024,OTH,6,37,10824.00
University of Memphis,2026,DEM,8,153,15086.00
University of Memphis,2026,OTH,2,28,2764.00
University of Miami,2008,DEM,80,174,90343.00
University of Miami,2008,REP,13,16,11725.00
University of Miami,2008,OTH,2,2,1300.00
University of Miami,2012,DEM,64,141,76318.00
University of Miami,2012,REP,17,27,18171.00
University of Miami,2012,OTH,5,5,1500.00
University of Miami,2016,DEM,103,1321,168764.00
University of Miami,2016,REP,10,16,11901.00
University of Miami,2016,OTH,11,137,13291.00
University of Miami,2020,DEM,177,2743,867708.00
University of Miami,2020,REP,15,82,31102.00
University of Miami,2020,OTH,43,284,30763.00
University of Miami,2024,DEM,141,1757,278440.00
University of Miami,2024,REP,11,66,19589.00
University of Miami,2024,OTH,40,240,45710.00
University of Miami,2026,DEM,37,648,86810.00
University of Miami,2026,REP,5,103,4341.00
University of Miami,2026,OTH,21,162,25242.00
University of Michigan,2008,DEM,309,659,340871.00
University of Michigan,2008,REP,20,28,13201.00
University of Michigan,2008,OTH,21,32,24275.00
University of Michigan,2012,DEM,290,647,306844.00
University of Michigan,2012,REP,22,41,39525.00
University of Michigan,2012,OTH,25,34,15255.00
University of Michigan,2016,DEM,470,4716,607932.00
University of Michigan,2016,REP,22,94,31018.00
University of Michigan,2016,OTH,58,366,55110.00
University of Michigan,2020,DEM,852,12896,1859364.00
University of Michigan,2020,REP,34,184,36151.00
University of Michigan,2020,OTH,186,1690,242035.00
University of Michigan,2024,DEM,542,6367,1165209.00
University of Michigan,2024,REP,21,68,19901.00
University of Michigan,2024,OTH,143,1589,160072.00
University of Michigan,2026,DEM,139,1293,144062.00
University of Michigan,2026,REP,7,23,5668.00
University of Michigan,2026,OTH,68,447,39694.00
University of Minnesota,2008,DEM,179,360,192632.00
University of Minnesota,2008,REP,11,25,12825.00
University of Minnesota,2008,OTH,37,63,32227.00
University of Minnesota,2012,DEM,128,221,118719.00
University of Minnesota,2012,REP,11,19,20200.00
University of Minnesota,2012,OTH,26,36,17235.00
University of Minnesota,2016,DEM,261,2609,232319.00
University of Minnesota,2016,REP,9,14,3082.00
University of Minnesota,2016,OTH,41,128,22123.00
University of Minnesota,2020,DEM,423,5080,873941.00
University of Minnesota,2020,REP,12,56,22577.00
University of Minnesota,2020,OTH,130,609,104125.00
University of Minnesota,2024,DEM,301,2943,634868.00
University of Minnesota,2024,REP,14,27,31819.00
University of Minnesota,2024,OTH,101,603,78302.00
University of Minnesota,2026,DEM,66,532,68419.00
University of Minnesota,2026,REP,1,1,500.00
University of Minnesota,2026,OTH,43,286,31219.00
University of Mississippi,2008,DEM,17,34,22866.00
University of Mississippi,2008,REP,8,15,28050.00
University of Mississippi,2008,OTH,1,2,600.00
University of Mississippi,2012,DEM,16,24,8013.00
University of Mississippi,2012,REP,8,25,70630.00
University of Mississippi,2012,OTH,4,10,7440.00
University of Mississippi,2016,DEM,37,186,22527.00
University of Mississippi,2016,REP,9,53,48632.00
University of Mississippi,2016,OTH,5,9,3409.00
University of Mississippi,2020,DEM,57,655,66473.00
University of Mississippi,2020,REP,12,63,65023.00
University of Mississippi,2020,OTH,13,105,9875.00
University of Mississippi,2024,DEM,37,146,32056.00
University of Mississippi,2024,REP,6,21,2707.00
University of Mississippi,2024,OTH,3,3,1150.00
University of Mississippi,2026,DEM,8,32,7325.00
University of Mississippi,2026,REP,1,4,208.00
University of Mississippi,2026,OTH,4,19,1900.00
University of Missouri,2008,DEM,89,174,61053.00
University of Missouri,2008,REP,17,25,10560.00
University of Missouri,2008,OTH,9,16,6995.00
University of Missouri,2012,DEM,86,210,85352.00
University of Missouri,2012,REP,17,27,22600.00
University of Missouri,2012,OTH,9,10,4900.00
University of Missouri,2016,DEM,168,2581,179136.00
University of Missouri,2016,REP,10,19,11925.00
University of Missouri,2016,OTH,17,311,31994.00
University of Missouri,2020,DEM,179,4127,273490.00
University of Missouri,2020,REP,22,210,21143.00
University of Missouri,2020,OTH,35,1212,42824.00
University of Missouri,2024,DEM,109,1804,201935.00
University of Missouri,2024,REP,11,41,6579.00
University of Missouri,2024,OTH,31,460,23178.00
University of Missouri,2026,DEM,22,170,10781.00
University of Missouri,2026,REP,3,21,1008.00
University of Missouri,2026,OTH,12,84,5822.00
University of Nebraska,2008,DEM,51,93,53625.00
University of Nebraska,2008,REP,4,7,1926.00
University of Nebraska,2008,OTH,4,4,1750.00
University of Nebraska,2012,DEM,56,103,74881.00
University of Nebraska,2012,REP,9,38,77102.00
University of Nebraska,2012,OTH,4,4,2300.00
University of Nebraska,2016,DEM,87,1043,101449.00
University of Nebraska,2016,REP,6,26,3962.00
University of Nebraska,2016,OTH,8,28,2719.00
University of Nebraska,2020,DEM,167,3369,301898.00
University of Nebraska,2020,REP,12,62,9569.00
University of Nebraska,2020,OTH,26,412,19677.00
University of Nebraska,2024,DEM,117,1610,132598.00
University of Nebraska,2024,REP,9,398,8658.00
University of Nebraska,2024,OTH,45,336,25108.00
University of Nebraska,2026,DEM,30,525,19879.00
University of Nebraska,2026,REP,3,333,1903.00
University of Nebraska,2026,OTH,16,141,8224.00
University of Nevada,2008,DEM,49,82,34050.00
University of Nevada,2008,REP,6,7,3950.00
University of Nevada,2008,OTH,5,5,1350.00
University of Nevada,2012,DEM,29,93,42630.00
University of Nevada,2012,REP,7,7,5270.00
University of Nevada,2012,OTH,3,21,6550.00
University of Nevada,2016,DEM,109,530,87632.00
University of Nevada,2016,REP,2,2,500.00
University of Nevada,2016,OTH,2,2,4600.00
University of Nevada,2020,DEM,113,988,156230.00
University of Nevada,2020,REP,7,19,3597.00
University of Nevada,2020,OTH,19,49,12616.00
University of Nevada,2024,DEM,86,605,102550.00
University of Nevada,2024,REP,4,7,742.00
University of Nevada,2024,OTH,17,74,12104.00
University of Nevada,2026,DEM,13,94,7228.00
University of Nevada,2026,OTH,4,23,1275.00
University of New Hampshire,2008,DEM,27,46,17772.00
University of New Hampshire,2008,REP,2,2,451.00
University of New Hampshire,2008,OTH,1,1,1000.00
University of New Hampshire,2012,DEM,21,26,9655.00
University of New Hampshire,2012,OTH,2,2,400.00
University of New Hampshire,2016,DEM,54,248,52403.00
University of New Hampshire,2016,REP,3,6,1720.00
University of New Hampshire,2016,OTH,6,15,1720.00
University of New Hampshire,2020,DEM,70,916,81645.00
University of New Hampshire,2020,REP,2,5,3000.00
University of New Hampshire,2020,OTH,13,67,6625.00
University of New Hampshire,2024,DEM,37,412,100503.00
University of New Hampshire,2024,OTH,10,44,3002.00
University of New Hampshire,2026,DEM,14,369,18463.00
University of New Hampshire,2026,OTH,4,5,385.00
University of New Mexico,2008,DEM,92,182,97391.00
University of New Mexico,2008,REP,7,11,6000.00
University of New Mexico,2008,OTH,4,5,1800.00
University of New Mexico,2012,DEM,56,120,38861.00
University of New Mexico,2012,REP,4,7,4200.00
University of New Mexico,2012,OTH,4,7,1550.00
University of New Mexico,2016,DEM,89,643,90300.00
University of New Mexico,2016,REP,3,8,1440.00
University of New Mexico,2016,OTH,7,13,1682.00
University of New Mexico,2020,DEM,141,2193,144052.00
University of New Mexico,2020,REP,2,2,3050.00
